customer_id,age,gender,marital_status,education_level,employment_status,income,city,credit_score,account_age_months,card_type,credit_limit,annual_fee,interest_rate,num_products,has_loan,has_savings_account,monthly_spending,avg_transaction_amount,monthly_transactions,online_transactions,international_transactions,cash_withdrawals,utilization_ratio,payment_delay_count,late_payment_amount,app_logins_monthly,website_visits_monthly,customer_service_calls,complaints_count,support_satisfaction,reward_points,offers_received,offers_redeemed,financial_stress_score,engagement_score,customer_value_score,churn_risk_score,churn_probability,churned
CUST-0079543,47,Male,Married,Bachelor,Unemployed,92251.99,Other,804,10,Silver,21700,50,11.27,1,0,1,9592.55,63.95,150,41,0,0,0.463,0,0,14,6,3,0,4.7,10918,0,0,9.77,47.24,55.79,5.13,0.0513,0
CUST-0079544,41,Male,Single,Associate,Unemployed,55049.14,Los Angeles,850,33,Silver,10700,50,10.28,1,0,0,2197.91,91.58,24,10,0,1,0.192,1,38.67,17,4,1,0,3.7,2299,2,1,24.56,64.26,45.19,14.86,0.1486,1
CUST-0079545,61,Female,Divorced,High School,Retired,72228.14,San Antonio,649,10,Silver,16100,50,16.61,2,1,0,1925.56,106.98,18,10,0,2,0.134,0,0,14,5,6,3,3,2708,0,0,6.52,59.04,36.4,19.44,0.1944,0
CUST-0079546,58,Male,Married,Bachelor,Self-Employed,48798.86,Other,774,4,Gold,18200,150,12.7,1,1,1,4432.87,86.92,51,30,5,2,0.317,2,66.28,22,1,3,0,3.6,4327,3,1,46.69,81.86,48.51,19.74,0.1974,0
CUST-0079547,39,Male,Single,High School,Self-Employed,86205.45,Other,791,55,Silver,18800,50,15.77,2,0,0,8700.25,58,150,114,0,1,0.427,0,0,15,6,5,0,3.7,12499,3,1,16,76.85,57.09,5.48,0.0548,0
CUST-0079548,46,Male,Married,Bachelor,Employed,40622.9,Phoenix,704,13,Silver,11900,50,15.53,1,0,1,3875.93,92.28,42,14,6,1,0.391,0,0,12,2,2,0,3.7,4904,4,2,16.52,54.85,41.78,8.81,0.0881,0
CUST-0079549,38,Female,Married,Bachelor,Employed,35841.9,San Diego,668,17,Silver,8700,50,16.06,1,0,1,3342.85,98.32,34,23,1,1,0.399,1,87.43,9,12,0,0,4.4,3627,1,1,40.93,56.85,35.63,46.22,0.4622,1
CUST-0079550,76,Female,Married,Associate,Retired,75114.54,Other,678,74,Standard,9000,0,18.41,3,0,1,3236.38,61.06,53,23,3,1,0.467,0,0,15,10,2,2,3.8,3057,7,2,27.36,93.34,40.1,2.2,0.022,0
CUST-0079551,40,Female,Widowed,High School,Employed,61709.86,New York,772,51,Silver,14900,50,17.6,4,1,1,1559.73,91.75,17,12,5,2,0.149,0,0,9,4,0,0,4,2246,3,0,1.3,69.46,37.6,0.33,0.0033,0
CUST-0079552,59,Male,Widowed,Master,Self-Employed,123724.17,Chicago,634,24,Standard,14900,0,16.85,2,1,1,5378.74,65.59,82,52,2,1,0.499,0,0,15,3,0,0,4,5081,1,1,30.66,65.48,36.95,8.74,0.0874,0
CUST-0079553,78,Female,Divorced,High School,Unemployed,55888.68,New York,660,27,Standard,7800,0,18.83,2,1,1,1605.65,61.76,26,16,1,2,0.216,0,0,13,6,3,0,4.5,1728,2,1,20.93,66.31,32.31,2.7,0.027,0
CUST-0079554,48,Female,Single,Bachelor,Unemployed,53831.01,Dallas,631,105,Standard,5100,0,17.53,1,0,1,1488.24,114.48,13,8,3,1,0.27,0,0,8,6,1,0,4.2,1319,3,2,15.81,50.4,40.87,7.42,0.0742,0
CUST-0079555,21,Female,Single,Bachelor,Employed,37935.77,Other,705,8,Standard,3700,0,17.81,1,0,0,2529.67,49.6,51,39,5,2,0.718,0,0,11,8,0,0,3.5,3048,4,3,31.03,71.53,27.4,6.33,0.0633,0
CUST-0079556,63,Female,Widowed,Master,Unemployed,150667.89,Other,734,5,Silver,39200,50,14.07,2,0,0,9467.63,63.12,150,30,4,0,0.235,0,0,11,5,3,2,1.5,13009,0,0,19.87,53.04,51.67,33.3,0.333,0
CUST-0079557,37,Male,Married,Associate,Employed,49812.26,Phoenix,562,33,Standard,5000,0,21.38,1,1,0,1260.87,45.03,28,18,0,1,0.304,0,0,5,4,2,0,3.5,1144,6,1,26.3,36.95,34.88,35.4,0.354,0
CUST-0079558,35,Male,Married,Doctorate,Employed,109913.97,Los Angeles,622,4,Gold,39700,150,19.72,1,1,1,11275.92,96.38,117,25,26,1,0.333,1,15.84,12,6,0,0,4.6,12743,2,2,38.02,72.24,62.93,25.31,0.2531,0
CUST-0079559,67,Male,Single,High School,Employed,91137.52,New York,679,95,Standard,12200,0,16.07,1,1,0,3495.67,50.66,69,46,1,0,0.398,0,0,13,6,1,0,4.5,3986,0,0,21.09,56.18,46.22,8.94,0.0894,0
CUST-0079560,27,Male,Widowed,Bachelor,Employed,137502.38,Other,558,36,Standard,16800,0,22.23,2,1,1,7359.2,82.69,89,50,11,1,0.438,0,0,13,3,0,0,3.7,9246,1,1,26.4,53.6,36.11,4.41,0.0441,0
CUST-0079561,62,Female,Single,Doctorate,Self-Employed,156299.01,Los Angeles,713,23,Gold,58600,150,16.2,1,0,0,22397.75,149.32,150,55,9,0,0.479,0,0,12,5,4,3,2.2,18664,4,1,31.6,62.84,93.02,64.34,0.6434,0
CUST-0079562,41,Female,Single,Master,Employed,235584.33,Other,752,8,Gold,75000,150,13.14,2,0,1,38371.14,255.81,150,62,1,1,0.603,3,50.39,10,8,0,0,2.8,54599,3,1,86.72,58.83,100,81.88,0.8188,1
CUST-0079563,19,Female,Married,Bachelor,Employed,191315.22,Other,655,85,Gold,69200,150,17.15,1,1,1,24911.03,166.07,150,30,0,1,0.466,0,0,15,8,9,3,1.1,29909,3,1,24.58,70.56,100,24.68,0.2468,0
CUST-0079564,55,Female,Single,Master,Employed,62015.37,Other,665,9,Standard,6400,0,18.57,1,1,0,1046.44,116.27,9,6,0,2,0.164,0,0,10,4,0,0,3.6,985,1,0,21.12,36.41,20.03,22.57,0.2257,0
CUST-0079565,18,Female,Single,Associate,Self-Employed,34119.42,Chicago,603,31,Platinum,15300,450,20.9,2,0,0,4271.64,118.66,36,13,1,0,0.345,1,46.02,15,3,0,0,4.5,4317,6,2,52.75,68.55,75.99,31.23,0.3123,0
CUST-0079566,43,Male,Single,High School,Employed,55818.98,Other,813,49,Silver,14600,50,10.67,3,0,0,4475.88,73.38,61,26,7,0,0.32,3,15,11,4,2,0,3.1,4185,4,2,59.04,81.52,54.4,21.6,0.216,0
CUST-0079567,22,Female,Married,High School,Employed,26764.99,Other,714,9,Standard,1000,0,14.52,1,1,1,438.2,87.64,5,1,0,0,0.465,0,0,12,5,1,0,2.9,509,3,1,11.27,60.26,20.56,8.1,0.081,0
CUST-0079568,39,Male,Single,Bachelor,Student,73070.78,New York,655,102,Platinum,35200,450,17.62,1,0,0,21490.28,143.27,150,101,11,0,0.662,0,0,9,8,0,0,3.9,21112,1,0,39.75,41.95,100,41.76,0.4176,1
CUST-0079569,53,Male,Married,Associate,Self-Employed,49713.43,New York,713,75,Silver,9100,50,16.13,2,1,0,2655.87,45.01,59,44,0,0,0.321,0,0,13,8,0,0,3.4,2209,3,1,15.77,70.88,53.97,4.86,0.0486,0
CUST-0079570,49,Other,Single,Bachelor,Self-Employed,48357.3,Philadelphia,634,17,Standard,5600,0,16.07,1,0,1,1817.96,33.67,54,24,0,2,0.335,0,0,13,3,3,0,3.3,1795,5,2,10.21,64.68,19.94,2.97,0.0297,0
CUST-0079571,46,Male,Single,Bachelor,Employed,48794.99,New York,850,3,Standard,5900,0,13.9,1,0,0,2065.98,50.39,41,13,1,1,0.386,0,0,14,5,4,2,3.7,2948,0,0,15.46,47.61,25.57,39.15,0.3915,1
CUST-0079572,57,Male,Divorced,Bachelor,Retired,51001.84,Philadelphia,676,29,Gold,18500,150,16.38,1,1,1,6941.31,93.8,74,42,4,2,0.42,0,0,6,4,0,0,4.5,10404,4,1,20.25,40.53,69.09,12.22,0.1222,0
CUST-0079573,43,Female,Married,Bachelor,Unemployed,52973.78,Other,572,27,Standard,7600,0,17.44,2,1,1,2878.29,89.95,32,15,0,0,0.368,1,29.4,13,5,0,0,3.7,2635,6,3,44.82,91.66,31.01,12.16,0.1216,0
CUST-0079574,41,Female,Married,Bachelor,Employed,239559.18,Phoenix,685,23,Silver,55300,50,15.42,3,0,1,16007.28,106.72,150,40,13,0,0.333,1,86.33,8,3,2,1,2.4,13037,8,4,30.71,87.17,64.66,9.91,0.0991,0
CUST-0079575,47,Male,Single,Bachelor,Employed,22993.19,Other,707,18,Silver,5300,50,14.25,1,1,1,2359.21,51.29,46,16,1,2,0.527,0,0,6,5,1,0,3.8,2377,3,0,29.66,36.15,38.12,24.35,0.2435,0
CUST-0079576,35,Female,Married,Bachelor,Employed,202719.28,Other,672,7,Silver,49600,50,17.03,1,0,1,17000.08,113.33,150,39,8,1,0.425,0,0,9,6,2,1,3.6,19806,4,3,33.62,70.67,66.15,20.86,0.2086,0
CUST-0079577,55,Female,Married,Bachelor,Employed,49414.95,Houston,651,18,Gold,18500,150,17.33,1,0,1,2654.76,120.67,22,13,0,2,0.156,0,0,10,5,1,0,3.8,2866,2,0,11.45,48,53.85,7.82,0.0782,0
CUST-0079578,44,Female,Single,Master,Unemployed,145597.68,San Diego,690,26,Standard,14200,0,16.53,2,0,1,3454.77,69.1,50,10,22,2,0.262,0,0,10,2,1,0,4.7,2816,5,1,15.06,52.4,25.77,3.64,0.0364,0
CUST-0079579,53,Female,Married,Bachelor,Unemployed,83518.94,Other,777,26,Platinum,40800,450,10.93,2,1,1,11471.57,91.77,125,83,2,1,0.397,0,0,17,4,4,3,1.5,15568,5,1,22.58,76.23,86.72,15.7,0.157,0
CUST-0079580,41,Male,Single,Bachelor,Employed,48924.16,Other,740,38,Standard,3800,0,14.54,3,1,1,3021.17,94.41,32,14,1,0,0.894,0,0,8,5,3,2,2.4,4163,4,1,41.73,61.57,26.45,44.32,0.4432,1
CUST-0079581,50,Female,Single,Master,Retired,67599.79,Los Angeles,757,115,Standard,5600,0,15.96,3,0,1,689.68,86.21,8,6,2,3,0.155,2,15,9,4,0,0,2.9,705,4,1,41.33,64.84,46.15,20.26,0.2026,0
CUST-0079582,52,Female,Single,Master,Employed,65281.89,Chicago,794,38,Gold,20200,150,15.6,1,0,0,5188.48,120.66,43,24,23,1,0.296,0,0,9,6,11,4,1.6,5496,4,1,14.31,48.45,61.2,34.28,0.3428,0
CUST-0079583,18,Male,Married,Bachelor,Employed,44480.69,Houston,689,44,Standard,8200,0,19.98,2,0,1,2475.47,42.68,58,25,0,0,0.329,0,0,10,9,0,0,4.5,2403,4,2,16.4,67.9,36.63,3.38,0.0338,0
CUST-0079584,25,Male,Married,High School,Self-Employed,37573.06,Los Angeles,657,10,Platinum,18100,450,15.49,1,0,1,10922.43,72.82,150,112,30,0,0.624,1,15,15,6,0,0,3.6,9235,2,1,45.13,71.33,92.39,25.2,0.252,0
CUST-0079585,36,Female,Married,Associate,Employed,95600.37,Other,813,4,Standard,12900,0,13.31,2,0,0,5260.62,59.11,89,19,0,1,0.485,0,0,11,9,1,0,4.7,6163,1,1,21.7,70.91,26.8,1.18,0.0118,0
CUST-0079586,42,Female,Single,Bachelor,Employed,146993.49,Philadelphia,654,75,Standard,18700,0,17.37,3,1,0,8132.71,78.96,103,37,28,1,0.396,0,0,13,6,1,0,2.9,8298,2,0,24.83,67.72,46.89,2.28,0.0228,0
CUST-0079587,60,Male,Married,Bachelor,Self-Employed,53719.96,Phoenix,706,27,Silver,11400,50,15.92,1,0,0,3074.7,71.5,43,24,1,4,0.288,0,0,11,4,7,2,2.7,4475,4,1,14.97,50.03,45.43,17.27,0.1727,0
CUST-0079588,49,Female,Single,Bachelor,Employed,119146,Other,644,16,Standard,13200,0,17.71,2,1,1,2852.67,98.37,29,20,0,0,0.238,0,0,14,6,4,0,3.2,3702,3,1,17.96,70.97,24.76,4.24,0.0424,0
CUST-0079589,50,Female,Married,High School,Employed,34799.39,Other,687,4,Silver,7600,50,15.75,2,0,0,4318.32,36.29,119,36,72,2,0.664,1,58.11,14,6,3,0,3.3,6342,4,1,43.9,66.98,40.65,31.66,0.3166,1
CUST-0079590,64,Male,Divorced,High School,Employed,58151.69,New York,714,102,Standard,8100,0,17.92,2,0,0,5309.38,42.48,125,27,29,0,0.616,0,0,13,2,6,1,1.9,5659,0,0,24.33,48,61,17.08,0.1708,1
CUST-0079591,61,Female,Divorced,Associate,Employed,48888.94,Other,587,80,Silver,14700,50,18.23,3,1,0,2912.47,121.35,24,16,0,1,0.265,0,0,12,6,0,0,4,2364,1,0,18.86,72.29,54.57,1.08,0.0108,0
CUST-0079592,30,Female,Married,Bachelor,Employed,41961.28,San Diego,762,123,Silver,8200,50,12.95,3,1,1,7662.83,100.83,76,17,41,1,0.867,0,0,7,8,2,0,4.4,7805,3,2,36.77,77.94,77.69,5.52,0.0552,0
CUST-0079593,60,Other,Single,Master,Self-Employed,53513.17,Other,704,52,Silver,12400,50,14.94,1,0,1,2877.82,41.71,69,40,2,3,0.324,0,0,11,10,1,0,4,3943,2,0,16.55,52.75,47.97,6.56,0.0656,0
CUST-0079594,45,Male,Married,Bachelor,Employed,36200.03,Other,560,81,Platinum,18700,450,21.9,2,1,1,6158.88,41.06,150,30,0,1,0.323,1,35.26,9,7,0,0,3.6,7983,4,3,38.19,81.65,93.37,7.12,0.0712,0
CUST-0079595,37,Male,Married,Master,Employed,43882.43,Other,753,150,Silver,5900,50,12.02,1,0,1,1460.3,112.33,13,3,0,2,0.262,2,88.26,18,4,0,0,3.4,1639,3,1,41.02,75.28,73.55,12.97,0.1297,0
CUST-0079596,40,Female,Married,Bachelor,Employed,63789.57,Other,850,28,Standard,7000,0,10.58,1,0,1,365.74,121.91,3,0,0,2,0.068,0,0,14,4,0,0,3.2,358,0,0,15.11,57.18,19.31,13.47,0.1347,0
CUST-0079597,35,Male,Single,Associate,Employed,84087.39,Other,622,1,Gold,33900,150,18.54,1,0,0,18277.48,121.85,150,74,21,1,0.552,0,0,10,5,0,0,3.9,18850,1,0,24.65,42.48,75.64,44.52,0.4452,0
CUST-0079598,45,Male,Single,High School,Retired,28667.21,Other,801,117,Standard,4400,0,13.4,1,0,1,385.38,96.34,4,1,0,0,0.115,0,0,11,9,3,1,3.2,441,5,1,0.91,62.5,48.39,2.18,0.0218,0
CUST-0079599,42,Female,Married,Associate,Employed,60485.52,Chicago,773,36,Silver,14600,50,14.09,1,1,1,5175.11,101.47,51,13,16,1,0.389,0,0,13,13,3,1,3.9,6207,2,0,21.85,64.5,43.65,16.93,0.1693,0
CUST-0079600,60,Male,Married,Associate,Self-Employed,78296.17,New York,668,81,Standard,7600,0,15.15,1,1,0,2443.02,32.15,76,36,0,4,0.426,0,0,9,7,2,0,4.8,2976,2,2,29.38,59.41,35.12,8.6,0.086,0
CUST-0079601,69,Male,Married,Bachelor,Self-Employed,110464.46,Los Angeles,634,55,Gold,37400,150,16.59,2,0,1,18452.72,123.02,150,54,43,2,0.595,0,0,6,6,1,0,3.2,27296,2,0,38.79,46.7,100,11.6,0.116,0
CUST-0079602,38,Male,Married,Bachelor,Self-Employed,74640.41,Other,639,15,Silver,21900,50,19.03,2,0,1,9900.93,66.01,150,35,11,0,0.552,0,0,17,10,1,1,2.8,12794,4,1,30.79,85.33,55.7,4.27,0.0427,0
CUST-0079603,27,Female,Married,High School,Unemployed,34260.79,Other,751,2,Standard,4300,0,14.04,3,0,1,1048.75,80.67,13,3,0,1,0.285,1,15,11,6,0,0,2.7,1221,3,2,30.44,83.27,21.24,7.94,0.0794,0
CUST-0079604,52,Male,Divorced,Bachelor,Self-Employed,37002.75,Other,644,38,Standard,2900,0,17.55,1,0,0,550.17,110.03,5,1,0,1,0.234,0,0,8,3,3,1,3.9,808,5,1,16.39,42.58,27.2,18.51,0.1851,1
CUST-0079605,56,Female,Married,Master,Employed,113269.62,Other,784,106,Platinum,52300,450,13.11,3,1,1,20146.15,134.31,150,93,13,2,0.372,0,0,15,5,0,0,4,20976,4,1,17.62,77.74,100,4.74,0.0474,0
CUST-0079606,48,Female,Single,Bachelor,Unemployed,29894.46,Other,503,44,Silver,5500,50,21.55,1,0,0,3170.59,99.08,32,14,0,2,0.715,0,0,11,6,1,1,3.2,2893,3,2,43.16,54.66,53.19,31.17,0.3117,0
CUST-0079607,23,Other,Married,Associate,Unemployed,61438.6,Houston,637,49,Standard,8300,0,17.8,1,0,1,2404.78,104.56,23,13,0,3,0.313,0,0,8,6,8,3,2.2,2075,4,1,28.46,41.68,30.68,70.32,0.7032,0
CUST-0079608,33,Male,Single,Master,Retired,310144.65,Dallas,719,36,Standard,38000,0,13.78,2,1,0,5602.46,62.25,90,64,9,1,0.188,1,15,13,3,5,3,2.8,6689,3,0,24.67,60.52,42.06,22.1,0.221,0
CUST-0079609,45,Male,Divorced,High School,Employed,52556.57,Los Angeles,731,20,Platinum,26100,450,15.64,1,0,0,5920.17,41.4,143,30,31,1,0.223,1,119.04,13,8,0,0,3.9,7617,3,0,28.68,62.84,79.37,15.18,0.1518,0
CUST-0079610,35,Male,Divorced,Master,Self-Employed,41867.28,New York,702,27,Gold,14600,150,16.62,1,1,0,5122.58,35.33,145,114,74,2,0.33,1,121.55,8,9,1,0,4.1,5551,4,1,38.16,49.92,63.4,25.44,0.2544,0
CUST-0079611,31,Female,Single,Master,Student,59821.76,Los Angeles,697,23,Standard,7200,0,15.75,1,1,1,1334.19,95.3,14,3,0,1,0.192,0,0,11,8,0,0,4.2,1892,2,1,15.13,63.08,17.45,6.3,0.063,0
CUST-0079612,71,Male,Married,Bachelor,Self-Employed,118830.54,Other,618,10,Silver,28300,50,19.42,2,0,1,11392.1,75.95,150,80,12,0,0.518,0,0,15,7,0,0,4,9888,5,1,33.88,77.27,61.54,6.51,0.0651,0
CUST-0079613,31,Male,Divorced,High School,Student,42097.82,New York,626,17,Platinum,22300,450,19.14,1,1,1,11237.12,103.09,109,47,3,1,0.557,0,0,12,4,1,0,4.5,16234,5,0,29.52,49.53,90.38,14.58,0.1458,0
CUST-0079614,59,Female,Single,Master,Self-Employed,138557.34,Other,589,7,Silver,34500,50,19.84,1,1,1,19877.29,132.52,150,40,6,0,0.552,0,0,12,7,0,0,2.8,29063,3,1,32.63,64.7,68.73,15,0.15,0
CUST-0079615,49,Female,Single,High School,Unemployed,56115.89,Houston,788,58,Silver,17000,50,12.28,3,0,0,4703.24,31.35,150,44,1,1,0.389,0,0,12,12,2,2,2.4,6479,4,0,12.57,84.4,52.75,2.39,0.0239,0
CUST-0079616,51,Female,Single,Bachelor,Employed,109243.51,New York,681,26,Standard,11100,0,17.43,2,1,1,5303.88,96.43,55,37,0,2,0.463,0,0,11,5,2,2,2.3,5490,1,0,23.26,56.97,27.19,15.72,0.1572,0
CUST-0079617,58,Female,Married,Associate,Employed,59456.3,San Diego,732,72,Platinum,29600,450,17.32,2,0,1,13019.88,86.8,150,32,3,0,0.414,0,0,14,5,3,3,1.4,18967,7,3,20.05,86.46,100,9.27,0.0927,0
CUST-0079618,35,Female,Single,High School,Employed,36653.44,Other,639,13,Platinum,14800,450,18.12,1,1,1,8111.26,54.08,150,96,1,0,0.516,0,0,13,3,0,0,4.3,7376,3,1,34.24,58.88,82.68,26.98,0.2698,0
CUST-0079619,40,Female,Married,High School,Employed,116404.84,Other,621,43,Gold,40300,150,19.77,3,1,1,19716.26,131.44,150,108,9,2,0.54,0,0,15,4,1,0,4.2,19810,0,0,33.37,70.32,98.72,6.41,0.0641,0
CUST-0079620,50,Male,Married,Bachelor,Employed,44242.65,Dallas,634,38,Standard,6700,0,16.51,3,0,1,4018.95,121.79,33,13,6,0,0.685,0,0,13,8,2,1,3.3,5069,2,1,35.13,85.22,31.73,8.36,0.0836,0
CUST-0079621,19,Male,Married,High School,Employed,125653.86,Dallas,627,24,Standard,16100,0,15.9,1,0,0,4069.42,27.68,147,82,14,2,0.265,0,0,16,1,0,0,4.4,3548,3,0,13.54,51.64,23.58,5.69,0.0569,0
CUST-0079622,65,Other,Married,Master,Employed,157396.47,Other,823,9,Silver,34000,50,13.5,1,0,1,8880.29,120,74,55,5,3,0.356,0,0,12,9,0,0,4.5,10935,3,1,11.26,65.38,63.08,6.25,0.0625,0
CUST-0079623,45,Male,Married,Bachelor,Employed,64774.16,Other,719,103,Silver,14600,50,16.73,2,0,1,5531.89,64.32,86,36,16,1,0.518,0,0,9,12,0,0,4.3,5592,4,0,26.18,64.44,69.42,3.62,0.0362,0
CUST-0079624,31,Female,Single,Bachelor,Employed,71072.73,San Antonio,664,7,Silver,14100,50,18.43,2,0,1,2165.59,30.5,71,22,0,0,0.184,0,0,17,8,1,1,4.3,1768,3,1,13.35,83.57,26.03,2.84,0.0284,0
CUST-0079625,58,Male,Married,Bachelor,Employed,109407.84,Phoenix,844,26,Standard,11400,0,16.15,1,0,1,1791.71,44.79,40,19,0,1,0.177,0,0,11,9,1,1,3.2,1958,4,4,0.02,82.36,26.84,2.63,0.0263,0
CUST-0079626,45,Male,Married,High School,Employed,86141.93,Other,744,86,Silver,24700,50,16.66,1,1,1,6499.66,56.03,116,47,0,2,0.295,0,0,14,8,0,0,2.3,5343,0,0,11.22,55.92,64.21,5.63,0.0563,0
CUST-0079627,34,Female,Single,Associate,Employed,53847.75,Other,690,39,Silver,11600,50,18.79,1,0,1,2970.32,118.81,25,10,2,1,0.353,1,30.41,11,7,0,0,4,3084,3,2,36.29,63.7,48.14,13.05,0.1305,0
CUST-0079628,56,Female,Widowed,Bachelor,Retired,151574.76,Los Angeles,599,6,Standard,19800,0,18.18,1,0,1,5607.49,78.98,71,35,5,0,0.399,0,0,13,6,0,0,3.5,5898,6,0,25.84,56.01,23.76,18.94,0.1894,0
CUST-0079629,18,Male,Married,High School,Employed,24682.77,Houston,632,12,Standard,1200,0,17.97,1,0,1,293.56,29.36,10,3,2,1,0.261,0,0,13,3,3,3,3.4,357,4,2,24.19,58.16,18.27,49.27,0.4927,1
CUST-0079630,49,Female,Divorced,Associate,Employed,56087.1,Other,647,9,Standard,4600,0,17.76,2,1,1,1987.47,99.37,20,4,5,1,0.454,0,0,11,9,1,1,3,2472,3,0,20.17,59.3,20.3,9.97,0.0997,0
CUST-0079631,61,Male,Married,Bachelor,Employed,41465.01,Other,622,75,Silver,12300,50,14.7,1,0,1,3942.3,30.56,129,90,31,2,0.323,0,0,14,6,0,0,2.5,4317,3,2,26.29,67.43,56.14,14.55,0.1455,0
CUST-0079632,33,Male,Married,Bachelor,Employed,67328.58,Other,698,8,Standard,6600,0,13.95,2,1,1,2061.65,114.54,18,6,0,0,0.439,0,0,14,9,0,0,4,1909,1,0,20.39,73.41,16.93,1.5,0.015,0
CUST-0079633,27,Male,Single,Bachelor,Employed,21923.21,Other,561,91,Silver,5000,50,20.76,1,1,0,2242.92,48.76,46,29,2,1,0.418,2,15,10,8,2,0,2.8,2182,3,0,56.48,52.08,50.45,76.86,0.7686,1
CUST-0079634,49,Male,Married,Associate,Employed,39910.64,Dallas,636,3,Silver,6200,50,17.41,1,1,1,4458.55,73.09,61,23,14,2,0.659,0,0,8,3,0,0,3.7,5458,3,1,48.8,42.09,33.42,25.04,0.2504,0
CUST-0079635,35,Male,Divorced,High School,Unemployed,57458.98,New York,731,96,Standard,6700,0,15.31,3,0,0,2722.64,26.69,102,60,10,3,0.373,1,54.14,7,3,3,2,1.9,2581,2,0,41.24,58.41,44.35,59.04,0.5904,0
CUST-0079636,73,Male,Single,Master,Employed,201820.57,Houston,753,7,Gold,69200,150,15.44,1,1,1,8413.44,56.09,150,51,62,1,0.126,0,0,12,8,1,0,4.9,8884,2,2,18.69,57.6,68.4,7.53,0.0753,0
CUST-0079637,37,Female,Married,Bachelor,Employed,136397.31,Los Angeles,484,89,Silver,37200,50,23.54,2,0,1,18215.44,121.44,150,89,3,2,0.517,0,0,11,4,1,0,4,25429,4,0,32.31,54.85,100,10.51,0.1051,0
CUST-0079638,41,Male,Married,Bachelor,Employed,44298.68,Other,664,29,Standard,4100,0,18.74,2,1,0,1676.76,27.04,62,20,1,2,0.413,0,0,11,7,1,0,4.6,1636,8,1,26.91,72.18,23.8,3.32,0.0332,0
CUST-0079639,50,Female,Married,Bachelor,Employed,87482.68,Chicago,618,1,Standard,13200,0,18.69,1,0,1,3418.51,106.83,32,20,0,0,0.299,0,0,9,10,1,0,3.7,3994,6,3,10.75,62.94,22.38,5.57,0.0557,0
CUST-0079640,20,Female,Single,Bachelor,Student,53763.49,Los Angeles,566,167,Standard,7900,0,18.54,2,0,0,4119.95,37.8,109,63,37,3,0.546,0,0,13,4,1,1,3.2,5130,0,0,37.35,59.99,69.71,28.23,0.2823,0
CUST-0079641,44,Female,Married,Bachelor,Employed,25330.85,Dallas,697,5,Silver,4900,50,15.93,2,0,1,1073.31,97.57,11,7,0,1,0.311,0,0,13,9,1,1,2.3,880,3,2,21.67,81.31,28.76,13.62,0.1362,0
CUST-0079642,58,Male,Single,Bachelor,Employed,54339.75,Philadelphia,759,23,Platinum,26800,450,16.03,2,0,0,2691.5,64.08,42,18,1,1,0.093,0,0,11,6,0,0,4.8,3071,3,2,4.71,72.81,72.51,1.16,0.0116,0
CUST-0079643,42,Female,Single,Bachelor,Employed,60881.13,San Antonio,683,35,Gold,21200,150,19.28,1,1,1,9383.57,62.56,150,56,2,1,0.454,1,23,12,7,0,0,3.9,10189,5,2,38.36,71.13,70.31,13.29,0.1329,0
CUST-0079644,29,Male,Single,Doctorate,Self-Employed,194648.1,San Diego,646,3,Standard,24900,0,17.82,3,1,1,4926.68,51.86,95,37,3,2,0.216,0,0,14,5,2,1,2.8,5539,3,2,18.56,78.88,23.15,3.91,0.0391,0
CUST-0079645,38,Female,Married,Master,Employed,31817.13,Other,701,41,Standard,4800,0,14.3,2,0,0,1128.95,86.84,13,3,0,1,0.251,0,0,7,6,0,0,3.7,1425,4,1,14.26,57.72,25.58,2.4,0.024,0
CUST-0079646,19,Female,Divorced,Master,Self-Employed,90977.84,New York,761,42,Standard,9000,0,16.46,1,0,1,2302.64,82.24,28,18,4,1,0.34,0,0,12,3,0,0,3.1,2732,5,1,15.58,47.83,31.56,11.41,0.1141,0
CUST-0079647,40,Female,Married,Bachelor,Employed,29685.77,New York,675,11,Standard,3200,0,16.88,2,0,1,1469.47,43.22,34,26,1,2,0.511,0,0,10,7,3,2,3.6,1866,5,2,26.04,69.8,20.36,9.3,0.093,0
CUST-0079648,58,Female,Single,Bachelor,Employed,326542.43,Houston,649,95,Standard,40000,0,16.3,1,0,0,30177.99,201.19,150,84,1,1,0.694,0,0,10,6,2,2,3.1,42519,2,0,36.58,44.95,96.72,38.84,0.3884,0
CUST-0079649,35,Male,Married,Bachelor,Employed,135731.87,Other,750,55,Standard,20400,0,17.81,1,0,1,10440.88,104.41,100,29,1,1,0.641,3,72.86,13,8,4,2,2.5,10542,1,0,68.35,55.02,48.49,92.62,0.9262,1
CUST-0079650,53,Female,Married,Master,Employed,68344.48,Other,608,50,Silver,15800,50,20.33,2,1,1,2947.78,70.19,42,14,0,1,0.191,0,0,11,5,0,0,3.9,4109,2,0,10.55,59.56,45.09,0.83,0.0083,0
CUST-0079651,24,Male,Married,Master,Employed,68166.48,Philadelphia,850,299,Silver,18500,50,11.67,1,0,0,1551.1,103.41,15,5,3,0,0.078,0,0,15,6,0,0,4,1707,4,1,0,70.61,100,0.59,0.0059,0
CUST-0079652,68,Male,Married,Master,Self-Employed,280002.62,Chicago,713,47,Silver,67800,50,15.74,2,0,0,31599.43,210.66,150,72,0,0,0.425,0,0,8,9,2,0,3.9,30601,1,1,24.4,56.68,99.69,9.13,0.0913,0
